Method,Name,Error,Occurrences,First Seen,Last Seen
GET,GET /api/v1/retrieve/Observation?_id=489d4da38df9fcd8c35b6a0524c6fe20d6ab7ed7287512cb38cf3dc5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=005440ff7c988b632d200289a80fc107df40d3e39ae2496aafe37269,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:44:58Z,2026-07-03T18:44:58Z
GET,GET /api/v1/retrieve/Observation?_id=41bb62aff01f4a65b141e8210c7d46807c12fcff8c516395058cddac,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=6909dd4bea180da951e1716f094fa011bb2f13018e5276a827c13bd5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:28Z,2026-07-03T18:54:28Z
GET,GET /api/v1/retrieve/Observation?_id=c4d24f688139ba80f82f078e5cada2fd8562edef2bcec0f68c6e12ea,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=ae2d06939b0ba8b4469a46ef243117541e0c27f8404e7dca3a6419ea,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=a19e352f144ebd1d16b0ba12ec1ea5d783f2a814f0a4a51fbcc1f105,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=04dbe85335474518be2b8d667251b88abf8e44e58e8965fee148a1a1,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=b65639b2f157668f55ed23a64b563cc8bb743d62007c3479165db245,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=dab68c528c9e99ef68efe4becb6abf544d8fd2bf80d567ad2e954928,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=5bc3c8a7d86ba9f455d578c27e7026ef7d8eb930d0f923be705a2ec7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=3ff3bbbe63f3dd1170dd6535b0250abf1eda255d3a7b423c4842d25e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=5237d191b5b094ec9a728d680b8ba33c2f91efd276beee9d08fae9ed,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=7a3d2caae01bb8f289ecae23bf2ba48d35cc4d45c6750a256c071a4c,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=207a5c838d4f869f54d4fb8576dd679d3661d8b1d9d4bcee7ae8f956,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=4ff9854b35c1d6483e7d502973a3d7964afbcd081a528caa00f7df03,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=47383f683c55e4cfae25bedab7094f325642744da71d374456032b5c,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=649ffc2d9b258842ccf111572687ebb006f75e61adc939bfd1be42db,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=f2b8e6202213a66c1f1ba0b7e19bc3710fa385d0619da8022312082f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=ece3856b1537678b5d75b4e6a81343f0664230f7863e4b948602c2d8,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=724a6acf85f8d2648f42d6bdd73856326a01b9ab36a303343617e3c7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:05Z,2026-07-03T18:51:05Z
GET,GET /api/v1/retrieve/Observation?_id=ad28872ab93f586c8ec9082e706b78287d8c4b392d869a97064c9973,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=f9367408c415516833b21014bae71e2c0309120e88adb026a45e97eb,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=83be156d3121fea00dad3426382b82d84babbf81e91226d2d87a1dac,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=f85d4d8be9e939b8a1b997719a52b6109ad270f793e8a494f598bd43,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=ff46750ff669d32ab54cbce04d008bf837249980a10390673b9c5baa,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=82777f3942a93b54deebfbf39e847669b96c2753846bbfb9c4f72d07,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=2a0e5ebdfec234d41f3d676e6bc1e39249dc0917796b68e87628730f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=0a7ec1d342a2563a8429b64550cf377191f85b7218a1247a820e7f1f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=d1fc5688ff35382a31d52db47dd1f8a3e0b45eccd3682449ae14290b,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=c26c1b98781d0926e8bd9f8518f5aeb2ffccf2956e4a457532e2063d,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=291e8506540a0b2d7729b62585bb577f9a8edf7676c38c1510715c4c,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:28Z,2026-07-03T18:54:28Z
GET,GET /api/v1/retrieve/Observation?_id=db3d6dcea12b777337c9207966d14ea4038154758aa96c66d3eb8350,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=67b6f452c435eb67d409ed8cf576f59dc65276b9c40f7a54b69487f8,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=aafac7d25fd8b07cab6b7defca3410e6a179bb3b0f8bb86a0b98ddd6,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:44:58Z,2026-07-03T18:44:58Z
GET,GET /api/v1/retrieve/Observation?_id=4dd42cd1bc11616c238209345026f4134ff31aeee619623abad6aec8,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=74003451b9f65bf130dfc6775ab95c03a3849c0ecf2887bbb4d3ba4e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:47:51Z,2026-07-03T18:47:51Z
GET,GET /api/v1/retrieve/Observation?_id=bc23e331e12998f421b195c29855d734a6aba556fea66df30592d3fc,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=26f01f213a37f20a694947c5fbd1f1a140cd5891a9360c6ee7bcf8a7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=dfa38bdd2cde618cd678e8e7b7f062bde4ea610393f1441fdbc2c056,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:44:58Z,2026-07-03T18:44:58Z
GET,GET /api/v1/retrieve/Observation?_id=5392436a0b1700fa4d497ed979da7eebac0fcd52f1271ad638e867c2,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:06Z,2026-07-03T18:51:06Z
GET,GET /api/v1/retrieve/Observation?_id=d43015715cb0a2b664870f8d03e9159d6e7aadcb2e1add06dc67eda7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=973713961b4e120d51f815d52497ccce4a5f445777642537c2b30317,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=de73a2ea1457b434a2e09227cc65c6f6bc299ecf68aa7292f402c5a4,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=0a6bfac6a73f930be702b52cb3fa6d976d1d765586dddd799bd9d9e1,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=e02af9c088887a098ff0fd1ecc7e07c80b4f71e74f47990409d27ff7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=4c21afaf04f7997316d582d7e7a482ed33bf72212bb7fd7d436f8092,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=3760235747faee9795e4f8212b92f4dc53f3ce7d434a762705f01620,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=182512e570469d97e3af62287887d8f1eb3f7be704b46b4412e9e867,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=fa589905a49e1b1edf3a9eab9fa8927d1babaeee2905c3ee079aa25c,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=94b4d295352750dd7663a815b9ca6cf15c2804c153cd011a6e60c1d0,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:44:58Z,2026-07-03T18:44:58Z
GET,GET /api/v1/retrieve/Observation?_id=5079c3a59b5acb85e9b0abfdd370416e6323d89d252b31c5e4ba0e43,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=a119f07e52afa3807e76d629dabfd5117fc02de5fc229b4845e746cf,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=698d72a021c350ca67d114bdd05ff21f77a1ebba1721ae8c44dff2f6,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=97799e77a07cbe204656ba7ddea8c3069b92dc9f0445a93414d4aa83,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=d2360cd0088841cd58440bf8a1187746f21dbda24a007c60d26e859a,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=b5257790e783ca0299ffe17aff20bdb9aa2adebb136ef5a1f962c064,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=b70a517a247c07307cfed1a7e89375deb1e29790e1ed7db6a32c8cb5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=45dde1a8f8a83d6f983932707c31664c1201869fa586bde6d1c5d163,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=88eb97a20ae5173644e9e0ae5d3acfcdfe23578cc9018893e7932657,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=38c83db5d3cdefd1ce58a0672abfb71782b9d8ca12d13a428cd52afb,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=20b59e9d54d860ccfb53205e4527f389355820cdcc1c289b7b0310f1,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=cafe54ceb296027d5b6a6dcf15c1586195bbf2ecfd5b6fab96c84826,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=d2e76a4e4364d906104ebf255b8695eb76f6f5cdce80fa711629cab5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=953a3b4d2cf56e5bf6751d5831ccab8aaa264e06ad06a41c7373d5d1,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=6e71008d78c8ba25a7b34ecc8ef53fafc26ec6700feb4a8c0e6ed9f6,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=1a4d8872fb080f223004212b7d3a0334e40f4e6fdbf1da8ef5de58ed,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=a13f1c703449416221fdd5ece363fc68bc806716e35041f1663e0937,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=7c042f12746731a46eaf742fa8b0d128029d54d3834ef8ad5e0fae26,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:06Z,2026-07-03T18:51:06Z
GET,GET /api/v1/retrieve/Observation?_id=415ed9de9570f753c44e0fa23f03b094d1f089aa5f7e77e1133c4040,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=d7a1739a92d4c1f66893a4aebc47e3c873ccfc0fed737e7f358db40a,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=9285d2ca72df76eb59abc955186f083e253f2c9f50440bead05a404e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=c84b61004486e7378532dd42f099e911436e16494e5aaf219dea5f2f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=2dd12cc18b2a973870bb7e412629f7c0bd9dd710b7a073eae3b3c20e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=9e0e20fd5ec30754789680a3518fe4ae757a9e8a2e9d265290cbfda0,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=0825d872c9bb045f766fd46392632fb6af09c6397d73d757d27e1113,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=5dc813b04eab03a3301d0e46940976d9e349a8b1a2607bc04a3b6275,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:44:58Z,2026-07-03T18:44:58Z
GET,GET /api/v1/retrieve/Observation?_id=20dab7265d6309ec7991509cd90dafb8259ef26f243813068d946e8d,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=b250dddcbc96da4564a74e20008634c7cf1d8a4bdf5f666bc308c4a6,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=95e034102ebe817aac96d0e35ee104619aedb7bb564998f082934093,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=4fa35d58123be99f2d4fdae91380ef178a26af5a68ed12a1f077d066,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=42fb331b3c448c15ab9b3de0cf9aa1c9fab3d3329d039a2f3bba5bfa,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=d4f53253ec846ec53fd1f13fcf407f57d5153c81b300de9c158929d1,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=7df264a25fabf1dc10a91504796e4b15104eac011a31d22b53d8e1ea,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=6dcd4cfc68144763d94692764c86fda0ba7b146a05de203878b8ead4,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=5d42b0ab33a960af30ab8eb18d7236ccfe5afb5e54b5946580926dc2,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=3c4c75bb62f37ce7356dbb66dbdcb39827d76a35b9ffe61af2327450,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=bfca3b393424d4cf31b47bbc3c3ef3fa73e3a24173bf0f3711d52d0e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=a5e4fefcbec70346df969d8938c348d7668f00b8b4c3b8bc4607a66a,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=29a6750ac840df6218c4c813b8b95b8be3678ef891579c5e875b2fde,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=b82fc7a305287d1fc9fc44650eba8276715751add093b91ab9dd4db7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=d8887eb4f1986feb185ca410bb6af786086a9642063f81c56610d07b,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=fdc7d4aad37d31b7d067a6b15115d9dfc806c12782234cd05ae60da1,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=081719cfa918bc8c227db5e5a04c6f348be3abde55f2cf518a7dc899,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:52Z,2026-07-03T18:46:52Z
GET,GET /api/v1/retrieve/Observation?_id=5560590f4f424781ed113dfba7aba9652518188553c2f08285ad8e9f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:28Z,2026-07-03T18:54:28Z
GET,GET /api/v1/retrieve/Observation?_id=4736be635514ff8b625ad165a47d26b4c61be025b52555b5fad9f472,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=19284de65cb3b08db150b4bad11cb00539ae6e2f9e51b4951744741f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=7fc1317500228c72b882951d91b45079c0b5a43d6f5cc70e5c712ece,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=0357dd563139fd84cbc996fa0af1b2e48164037728638782feded7e0,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=f9d93858342b19d660c9faa311625be90f51d15913932df2f748f81e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=98df7ba1c000051e08608c8a2f9709a9c1c0b61654cef2b27caf68d5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=0f682e6386e746d76bf1be66e226ddf1c5cdc23c7cbac72842638183,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=46db494d857d830f20b56c6dc909dabb7a03ed1d20c5e4a29714acfe,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:06Z,2026-07-03T18:51:06Z
GET,GET /api/v1/retrieve/Observation?_id=3c1ee813dde5af2a6d473fc0556bf37ba05ea357642f195bbfbf3b73,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=76597d85a89e8bcf42adfb4d38efaf411bb89dead07f21898b089e0e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:06Z,2026-07-03T18:51:06Z
GET,GET /api/v1/retrieve/Observation?_id=3bfab007e1cae52c158684eb9c9c4b76cb824a043c8082b84a6537e1,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=e507abeaac66f0f09ff612a917cbc1e1670904ef34f1049524c23d74,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=615712e9b3d1d3dfa144b22b02d08590512aa595c4f05f08618612b6,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=5f906a6e28b1b5c83160ea0cf6aa52fcfaf66bfa5054b1ab9679ec49,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=a7f12f3144bbfe7d6d57f48953867436419e0dc6e01de58c38f6e263,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=e6615c01be7dfee9075a7a91d90f9690d4914358502724ba1d4ebee7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=b364989b40975957d1f27a941e3e7c92e0776dd43f6f3d7710588cd5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=bcc121db30ce7445f8ef697f60f7df0fac99ca46277a76014a1f4d9e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=445dd4960b48e572c4a6899d0ff57a9f4937894fca62a57e6abc6fe9,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=a9e12cbedac02a897f721226bfcab0af41b783e36b10f1769516141d,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=2f8840a70cfb141824e5d209179ed0b8cef33ec6f50cef5f3fc6fc9f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=44c0c2100757728c3a065665e67ea69f2562003d236d01580672148f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=0125bf2e647d31c82d3eab23e553f10ee041790b63e3acd885fe4551,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=fbd21427676a4459e3733ab805e2e671986cda9bb017c1833f341905,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:44:58Z,2026-07-03T18:44:58Z
GET,GET /api/v1/retrieve/Observation?_id=6def2402f60d09dfc2c94fa7bb242f1056e050e213a3d073f818edf7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=e3fe2c48347b38b7e7ab0fec365d4a7eaad1efe2f59b510947845fa4,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=a7fcf50391e888a6a46705817c9d49126a879eb87a88ed8e7164bf36,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:06Z,2026-07-03T18:51:06Z
GET,GET /api/v1/retrieve/Observation?_id=f75a03fbb34a10553b0c66cb2f3a998e647cf337c21fd9318fb40842,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=b73a67cdf18fe6d85cfac0921c09be613c0aff2347e5b73e2aabaff9,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
